service_approval_number, date_approval_granted, geocode_level, trading_name, provider_approval_number, state, postcode, conditions, legal_name, suburb, address, ogc_fid, longitude, latitude
null,"07 Jul 2016","Locality","Mayfield Early Education","PR-40007227","VIC",3145,null,"MAYFIELD CHILDCARE LIMITED","MALVERN EAST","Mayfield Early Education",1150,145.06,-37.878
null,"29 Dec 2011","Locality",null,"PR-00001537","VIC",3162,null,"Glen Eira City Council","CAULFIELD SOUTH","Glen Eira City Council",1151,145.026,-37.891
null,"29 Dec 2011","Locality",null,"PR-00001827","VIC",3126,null,"St Paul's Anglican Kindergarten (Canterbury) Inc","CANTERBURY","CNR CHURCH ST & HIGHFIELD RD ",1152,145.0741474,-37.8245223
null,"29 Dec 2011","Locality",null,"PR-00002675","VIC",3072,null,"Preston North East Primary School Council","PRESTON","Preston North East Primary School Council",1153,145.0107588,-37.7399362
null,"29 Dec 2011","Locality",null,"PR-00001771","VIC",null,null,"Richmond Multicultral Children's Centre Inc","RICHMOND","Richmond Multicultral Children's Centre ",1154,144.998,-37.823
null,"20 Sep 2013","Locality","Edmund Rice Education Australia (EREA)","PR-40001007","VIC",3121,null,"Trustees of Edmund Rice Education Australia","RICHMOND","Edmund Rice Education Australia (EREA)",1155,144.998,-37.823
null,"29 Dec 2011","Locality",null,"PR-00002064","VIC",3072,null,"J S Grey Kindergarten Association Inc","PRESTON WEST","CNR GILBERT RD & REGENT ST ",1156,145.0032128,-37.7356299
null,"29 Dec 2011","Locality",null,"PR-00002745","VIC",3070,null,"Westgarth Primary School Council","NORTHCOTE","Westgarth Primary School Council",1157,144.9997396,-37.7736132
null,"13 Apr 2012","Locality",null,"PR-00001947","VIC",3070,null,"Early Childhood Management Services Inc","NORTHCOTE","Early Childhood Management Services ",1158,144.9997396,-37.7736132
null,"29 Dec 2011","Locality",null,"PR-00002774","VIC",3074,null,"Thomastown Meadows Primary School","THOMASTOWN","Thomastown Meadows Primary School",1159,145.0107588,-37.6837819
null,"29 Dec 2011","Locality",null,"PR-00002315","VIC",3001,null,"In Loco Parentis PTY LTD ATF the In Loco Parentis Trust","MELBOURNE","In Loco Parentis   ATF the In Loco Parentis Trust",1160,144.9625965,-37.8124206
null,"29 Dec 2011","Locality",null,"PR-00001662","VIC",3001,null,"Melbourne City Council","MELBOURNE","Melbourne City Council",1161,144.9625965,-37.8124206
null,"27 Feb 2015","Locality","Rosanna Village Child Care Centre","PR-40003256","VIC",3001,null,"ROSANNA VILLAGE CHILD CARE CENTRE PTY. LTD.","MELBOURNE","Rosanna Village Child Care Centre",1162,144.9625965,-37.8124206
null,"29 Dec 2011","Locality",null,"PR-00002778","VIC",3046,null,"Glenroy West Primary School Council","GLENROY","Glenroy West Primary School Council",1163,144.924,-37.706
null,"29 Dec 2011","Locality",null,"PR-00001542","VIC",3046,null,"Glenroy West Kindergarten Inc","GLENROY","Glenroy West Kindergarten ",1164,144.924,-37.706
null,"29 Dec 2011","Locality",null,"PR-00001930","VIC",3088,null,"Yandell Kindergarten Inc","GREENSBOROUGH","1 COMMUNITY DR ",1165,145.117,-37.686
null,"29 Dec 2011","Locality",null,"PR-00002375","VIC",3016,null,"ENT Nominees P/L for the ENT Trust Trading as Bright Steps Educational Childcare & Kindergarten","WILLIAMSTOWN","ENT Nominees P/L for the ENT Trust Trading as Bright Steps Educational Childcare & Kindergarten",1166,144.885,-37.861
null,"29 Dec 2011","Locality",null,"PR-00001778","VIC",3016,null,"Robina Scott Kindergarten Inc","WILLIAMSTOWN","Robina Scott Kindergarten ",1167,144.885,-37.861
null,"29 Dec 2011","Locality",null,"PR-00001619","VIC",3086,null,"La Trobe University","LA TROBE UNIVERSITY","LA TROBE UNIVERSITY COMMUNITY CHILDREN'S CENTRE ",1168,145.0483946,-37.7207268
null,"29 Dec 2011","Locality",null,"PR-00002219","VIC",3058,null,"Kids on the Avenue Children's Centre Inc.","MORELAND","32 THE AVENUE ",1173,144.9666905,-37.7343488
null,"24 Jul 2014","Locality","MORELAND PRIMARY SCHOOL COUNCIL","PR-40001263","VIC",3058,null,"MORELAND PRIMARY SCHOOL COUNCIL","MORELAND","MORELAND PRIMARY SCHOOL COUNCIL",1174,144.9666905,-37.7343488
null,"02 Jan 2014","Locality",null,"PR-40001108","VIC",3058,null,"Ali Kassem","MORELAND","Ali Kassem",1175,144.9666905,-37.7343488
null,"26 Oct 2015","Locality","Leapkids","PR-40005292","VIC",3058,null,"LEAPKIDS AUSTRALIA PTY LTD","MORELAND","Leapkids",1176,144.9666905,-37.7343488
null,"19 Apr 2012","Locality","Antonine College","PR-00006756","VIC",3058,null,"Antonine College","MORELAND","Antonine College",1177,144.9666905,-37.7343488
null,"29 Dec 2011","Locality",null,"PR-00002973","VIC",3062,null,"Roxburgh Homestead Primary School","SOMERTON","Roxburgh Homestead Primary School",1178,144.944665,-37.6332889
null,"29 Dec 2011","Locality",null,"PR-00003035","VIC",3062,null,"Our Lady's Parish Craigieburn","SOMERTON","Our Lady's Parish Craigieburn",1179,144.944665,-37.6332889
null,"29 Dec 2011","Locality",null,"PR-00003026","VIC",3073,null,"Reservoir Primary School Council","RESERVOIR","Reservoir Primary School Council",1180,145.0107588,-37.7118644
null,"29 Dec 2011","Locality",null,"PR-00002113","VIC",3073,null,"Northern Darebin Combined Kindergarten Association Inc.","RESERVOIR","Northern Darebin Combined Kindergarten  .",1181,145.0107588,-37.7118644
null,"29 Aug 2016","Locality","Supreme Incursions","PR-40007549","VIC",3031,null,"Incursions Pty Ltd","FLEMINGTON","Supreme ursions",1182,144.928,-37.785
null,"29 Dec 2011","Locality",null,"PR-00002853","VIC",3031,null,"Flemington Primary School","FLEMINGTON","Flemington Primary School",1183,144.928,-37.785
null,"22 Jul 2013","Locality","Dewdrops Early Learning-Moreland","PR-40000960","VIC",3058,null,"Friendly Fish Enterprises Pty Ltd ATF The Andrew Moses Family Trust","COBURG","Dewdrops Early Learning-Moreland",1184,144.9645,-37.7438
null,"29 Dec 2011","Locality",null,"PR-00002350","VIC",3058,null,"Arkoudaki Enterprises Pty Ltd (ATF the M & D Moses Family Trust)","COBURG","Arkoudaki Enterprises   (ATF the M & D Moses Family Trust)",1185,144.9645,-37.7438
null,"29 Dec 2011","Locality",null,"PR-00002475","VIC",3041,null,"Alsad Pty Ltd","ESSENDON NORTH","Alsad  ",1186,144.8992556,-37.7383196
null,"13 Jun 2012","Locality","Kicks 4 Kids","PR-00006641","VIC",3025,null,"Kicks 4 Kids Pty Ltd","ALTONA NORTH","Kicks 4 Kids",1187,144.8346241,-37.8388686
null,"19 Mar 2015","Locality","Annunciation Primary School Brooklyn","PR-40002830","VIC",3025,null,"ANNUNCIATION PRIMARY SCHOOL BROOKLYN","ALTONA NORTH","Annunciation Primary School Brooklyn",1188,144.8346241,-37.8388686
null,"29 Dec 2011","Locality",null,"PR-00002798","VIC",3018,null,"Altona Primary School Council","ALTONA","Altona Primary School Council",1189,144.8126334,-37.859343
null,"24 Dec 2012","Locality",null,"PR-00008054","VIC",3020,null,"Ms Vivian Abboalrahman","SUNSHINE WEST","6 HALL ST ",1190,144.816,-37.795
null,"29 Dec 2011","Locality",null,"PR-00001448","VIC",3047,null,"Dallas Welfare & Youth Service","BROADMEADOWS","Dallas Welfare & Youth Service",1192,144.925,-37.685
null,"29 Dec 2011","Locality",null,"PR-00002686","VIC",3021,null,"Kings Park Primary School","ST ALBANS","Kings Park Primary School",1193,144.803889,-37.736111
null,"29 Dec 2011","Locality",null,"PR-00002078","VIC",3194,null,"Mentone Girls Grammar School","MENTONE","Mentone Girls Grammar School",1196,145.068889,-37.985
null,"08 Jan 2016","Locality","BOX HILL INSTITUTE","PR-40006183","VIC",3128,null,"BOX HILL INSTITUTE","BOX HILL","BOX HILL INSTITUTE",1220,145.126,-37.8215
null,"29 Dec 2011","Locality",null,"PR-00001952","VIC",3154,null,"Colchester Park Preschool Inc","THE BASIN","Colchester Park Preschool ",1228,145.3198788,-37.8534742
null,"29 Dec 2011","Locality",null,"PR-00002728","VIC",3174,null,"Harrisfield Primary School Council","NOBLE PARK","495 PRES HIGHWAY ",1244,145.176,-37.967
null,"31 Jul 2012","Locality","Super Family Day Care","PR-00006768","VIC",3175,null,"Abdulkadir Hussein","NOBLE PARK","8 MAXWELL COURT ",1245,145.176,-37.967
null,"29 Dec 2011","Locality",null,"PR-00002611","VIC",3174,null,"Flamjb PTY LTD","NOBLE PARK","LEVEL 1 46 DOUGLAS STREET ",1246,145.176,-37.967
null,"29 Dec 2011","Locality",null,"PR-00002857","VIC",3174,null,"Brighter Life Australia Pty Ltd","NOBLE PARK","Brighter Life Australia  ",1247,145.176,-37.967
null,"29 Dec 2011","Locality",null,"PR-00001974","VIC",3135,null,"Maroondah Montessori Preschool Inc","RINGWOOD EAST","Maroondah Montessori Preschool ",1255,145.252,-37.818
null,"29 Dec 2011","Locality",null,"PR-00001744","VIC",3134,null,"Pinemont Preschool Association Inc","RINGWOOD NORTH","Pinemont Preschool  ",1256,145.226877,-37.799883
null,"29 Dec 2011","Locality",null,"PR-00001394","VIC",3040,null,"Northwest Maria Montessori Preschool Inc","ESSENDON","Northwest Maria Montessori Preschool ",1261,144.912,-37.749
null,"30 Dec 2015","Locality","Northwest Montessori Preschool","PR-40005989","VIC",3040,null,"Northwest Montessori Pty Ltd ATF Northwest Montessori Operating Trust","ESSENDON","Northwest Montessori Preschool",1262,144.912,-37.749
null,"29 Dec 2011","Locality",null,"PR-00002095","VIC",3040,null,"Lowther Hall Anglican Grammar School","ESSENDON","Lowther Hall Anglican Grammar School",1263,144.912,-37.749
null,"29 Dec 2011","Locality",null,"PR-00001361","VIC",3204,null,"Bentleigh West Kindergarten Inc","PATTERSON","Bentleigh West Kindergarten ",1271,145.0355118,-37.9250991
null,"01 Dec 2016","Locality","Beacon House Montessori Centre","PR-00009233","VIC",3172,null,"Triple G Investments Pty Ltd ATF Hewagama Family Trust","DINGLEY VILLAGE","Beacon House Montessori Centre",1277,145.128,-37.981
null,"29 Dec 2011","Locality",null,"PR-00001490","VIC",3002,null,"East Melbourne Child Care Co-op Ltd","EAST MELBOURNE","CNR GREY ST & SIMPSON ST ",1282,144.9804594,-37.8161444
null,"29 Dec 2011","Locality",null,"PR-00001767","VIC",3197,null,"Rene Anderson Kindergarten Inc","PATTERSON LAKES","Rene Anderson Kindergarten ",1305,145.1431018,-38.0742262
null,"29 Dec 2011","Locality",null,"PR-00001739","VIC",3197,null,"Patterson Lakes Kindergarten Centre Inc","PATTERSON LAKES","Patterson Lakes Kindergarten Centre ",1306,145.1431018,-38.0742262
null,"29 Dec 2011","Locality",null,"PR-00002842","VIC",3102,null,"Kew East Primary School","KEW EAST","35 KITCHENER STREET ",1315,145.0548502,-37.7922797
null,"12 Jul 2013","Locality","MONTESSORI EARLY EDUCATION CENTRE","PR-40000891","VIC",3132,null,"MONTESSORI EARLY EDUCATION CENTRE INC","MITCHAM NORTH","MONTESSORI EARLY EDUCATION CENTRE",1320,145.1983055,-37.8219905
null,"24 Jan 2017","Locality","SNC Education and Care Pty Ltd","PR-40009099","VIC",3809,null,"SNC EDUCATION AND CARE SERVICES PTY. LTD.","OFFICER","20 CRANBROOK CCT ",1327,145.408889,-38.058056
null,"15 Jan 2015","Locality","St Clare's Early Learning Centre","PR-40002848","VIC",3809,null,"St Clare's Early Learning Centre","OFFICER","St Clare's Early Learning Centre",1328,145.408889,-38.058056
null,"23 Jun 2015","Locality","ARA ADVANCED FAMILY DAY CARE AND CONSULTING SERVICES","PR-40002243","VIC",3061,null,"RAPIZA PTY LTD","CAMPBELLFIELD","ARA ADVANCED FAMILY DAY CARE AND CONSULTING SERVICES",1337,144.955677,-37.665113
null,"27 May 2016","Locality","KIDS FAMILY DAY CARE","PR-40006347","VIC",3072,null,"Kids Family Day Care Pty Ltd","NORTHLAND CENTRE","KIDS FAMILY DAY CARE",1391,145.0286638,-37.7393975
null,"29 Dec 2011","Locality",null,"PR-00002187","VIC",3183,null,"St Kilda Steiner Kindergarten Inc","BALACLAVA","St Kilda Steiner Kindergarten ",1419,144.993,-37.873
null,"29 Dec 2011","Locality",null,"PR-00001757","VIC",3183,null,"Tevelle Pty. Ltd.","BALACLAVA","61 BALACLAVA ROAD ",1420,144.993,-37.873
null,"29 Dec 2011","Locality",null,"PR-00002205","VIC",3912,null,"Footprints Day Care Centres Pty Ltd","PEARCEDALE","Footprints Day Care Centres  ",1455,145.231,-38.203
null,"29 Dec 2011","Locality",null,"PR-00003096","VIC",3088,null,"Briar Hill Primary School","BRIAR HILL","Briar Hill Primary School",1467,145.115,-37.708
null,"29 Dec 2011","Locality",null,"PR-00002178","VIC",3173,null,"Gok Engineering Pty Ltd","KEYSBOROUGH","15 LAKEVIEW BOULEVARD ",1468,145.1706992,-38.0042683
null,"29 Dec 2011","Locality",null,"PR-00002344","VIC",3116,null,"Sinko Holdings Pty Ltd","CHIRNSIDE PARK","Sinko Holdings  ",1475,145.3088196,-37.7373267
null,"19 Feb 2016","Locality","Kimberley Place","PR-40006123","VIC",3116,null,"Kimberley Place Incorporated","CHIRNSIDE PARK","Kimberley Place",1476,145.3088196,-37.7373267
null,"16 Aug 2013","Locality","Tender Loving Early Learning Centre PTY LTD","PR-40000088","VIC",3976,null,"Tender Loving Early Learning Centre Pty Ltd","HAMPTON PARK","LOT 12  ENTERPRISE AVE ",1481,145.2756505,-38.0349647
null,"29 Dec 2011","Locality",null,"PR-00001996","VIC",3976,null,"Tender Loving Childcare Centre Pty Ltd","HAMPTON PARK","LOT 12 ENTERPRISE AVE ",1482,145.2756505,-38.0349647
null,"29 Dec 2011","Locality",null,"PR-00002202","VIC",3976,null,"Valley Brook Preschool Inc","HAMPTON PARK","2 BROOK COURT ",1483,145.2756505,-38.0349647
null,"29 Dec 2011","Locality",null,"PR-00001733","VIC",3114,null,"Park Orchards Kindergarten Inc","PARK ORCHARDS","Park Orchards Kindergarten ",1500,145.2148736,-37.7760752
null,"29 Dec 2011","Locality",null,"PR-00002380","VIC",3793,null,"Monbulk Primary School Council","MONBULK","Monbulk Primary School Council",1507,145.4360858,-37.8689357
null,"29 Dec 2011","Locality",null,"PR-00002036","VIC",3141,null,"Christ Church Grammar School","SOUTH YARRA","Christ Church Grammar School",1535,144.9914761,-37.838568
null,"29 Dec 2011","Locality",null,"PR-00002395","VIC",3791,null,"Complete Early Education Group Pty Ltd","KALLISTA","Complete Early Education Group  ",1537,145.4111713,-37.9051015
null,"29 Dec 2011","Locality",null,"PR-00001592","VIC",3791,null,"Kallista Kindergarten Association Inc","KALLISTA","Kallista Kindergarten  ",1538,145.4111713,-37.9051015
null,"29 Dec 2011","Locality",null,"PR-00008158","VIC",3206,null,"MIDDLE PARK KINDERGARTEN INC","MIDDLE PARK","131 MILLS STREET ",1563,144.963056,-37.851944
null,"29 Dec 2011","Locality",null,"PR-00001684","VIC",3190,null,"Livingston Kindergarten Inc","HIGHETT","Livingston Kindergarten ",1571,145.0410692,-37.9487497
null,"29 Dec 2011","Locality",null,"PR-00002975","VIC",3064,null,"Our Lady's Primary School","CRAIGIEBURN","Our Lady's Primary School",1609,144.934,-37.594
null,"29 Dec 2011","Locality",null,"PR-00002884","VIC",3064,null,"Willmott Park Primary School Council","CRAIGIEBURN","Willmott Park Primary School Council",1610,144.934,-37.594
null,"29 Dec 2011","Locality",null,"PR-00002755","VIC",3097,null,"Kangaroo Ground Primary School Council","KANGAROO GROUND","C/O POST OFFICE ",1617,145.216,-37.686
null,"29 Dec 2011","Locality",null,"PR-00001518","VIC",3099,null,"Ferguson Park Preschool Inc","HURSTBRIDGE","Ferguson Park Preschool ",1644,145.195,-37.638889
null,"29 Dec 2011","Locality",null,"PR-00002697","VIC",3099,null,"Hurstbridge Primary School OSHC","HURSTBRIDGE","MAIN ROAD ",1645,145.195,-37.638889
null,"29 Dec 2011","Locality",null,"PR-00002384","VIC",3034,null,"Wonderkindy House Pty Ltd","AVONDALE HEIGHTS","171 MILITARY ROAD ",1646,144.8648709,-37.7628247
null,"29 Dec 2011","Locality",null,"PR-00002836","VIC",3034,null,"Wonderkindy - Avondale Heights Pty Ltd","AVONDALE HEIGHTS","158 MILITARY ROAD ",1647,144.8648709,-37.7628247
null,"29 Dec 2011","Locality",null,"PR-00003057","VIC",3030,null,"Carranballac P-9 College School Council","POINT COOK","Carranballac P-9 College School Council",1651,144.7477259,-37.9178086
null,"29 Dec 2011","Locality",null,"PR-00002126","VIC",3109,null,"Ali & Ali Australia Pty Ltd","DONCASTER EAST","Ali & Ali Australia  ",1660,145.1541397,-37.7883929
null,"29 Dec 2011","Locality",null,"PR-00003047","VIC",3109,null,"Maria McIntyre","DONCASTER EAST","16 BEVERLEY STREET ",1661,145.1541397,-37.7883929
null,"29 Dec 2011","Locality",null,"PR-00002142","VIC",3109,null,"Beverley Hills Primary School Council","DONCASTER EAST","Beverley Hills Primary School Council",1662,145.1541397,-37.7883929
null,"29 Dec 2011","Locality",null,"PR-00001661","VIC",3109,null,"Martinov Enterprises Pty Ltd","DONCASTER EAST","Martinov Enterprises  ",1663,145.1541397,-37.7883929
null,"29 Dec 2011","Locality",null,"PR-00001727","VIC",3163,null,"Ormond Community Kindergarten Inc","GLEN HUNTLY","Ormond Community Kindergarten ",1664,145.0410692,-37.8927437
null,"29 Dec 2011","Locality",null,"PR-00001380","VIC",3011,null,"Brenbeal Children's Centre Inc","FOOTSCRAY","8 RAYNER STREET ",1665,144.899,-37.798
null,"29 Dec 2011","Locality",null,"PR-00003053","VIC",3011,null,"Bishaaro Family Day Care Pty Ltd","FOOTSCRAY","SUITE 43 27 ALBERT STREET ",1666,144.899,-37.798
null,"24 Sep 2014","Locality","Quality Training & Daycare Centre","PR-40000618","VIC",3029,null,"QUALITY TRAINING AND DEVELOPMENT PTY LTD","TARNEIT","Quality Training & Daycare Centre",1669,144.6672079,-37.8091678
null,"16 Jul 2016","Locality","VICTORIAN EARLY LEARNING CENTRE","PR-40007601","VIC",3029,null,"VICTORIAN EARLY LEARNING CENTRE PTY. LTD.","TARNEIT","VICTORIAN EARLY LEARNING CENTRE",1670,144.6672079,-37.8091678
null,"26 May 2017","Locality","Rose Garden Child Care and Kindergarten","PR-40010953","VIC",3804,null,"YILY PTY LTD","NARRE WARREN NORTH","Rose Garden Child Care and Kindergarten",1681,145.314,-37.982
null,"29 Dec 2011","Locality",null,"PR-00002198","VIC",3089,null,"Ness Reserve Pre-school Association Inc.","DIAMOND CREEK","1 NESS STREET ",1694,145.1541397,-37.6666174
null,"29 Dec 2011","Locality",null,"PR-00001700","VIC",3934,null,"Community One Inc","MOUNT MARTHA","Community One ",1704,145.016269,-38.287039
null,"29 Dec 2011","Locality",null,"PR-00002799","VIC",3044,null,"Coburg North Primary School Council","PASCOE VALE SOUTH","Coburg North Primary School Council",1726,144.9377,-37.7431
null,"21 Sep 2015","Locality","Kidz Central Family Daycare Trust","PR-40003724","VIC",3150,null,"The Trustee for KIDZ CENTRAL FAMILY DAYCARE TRUST","BRANDON PARK","Kidz Central Family Daycare Trust",1727,145.1706992,-37.8921876
null,"29 Dec 2011","Locality",null,"PR-00002961","VIC",3044,null,"Pascoe Vale North Primary School Council","PASCOE VALE","KENT ROAD ",1738,144.942,-37.727
null,"27 Aug 2013","Locality","Creekside Kindergarten","PR-40000521","VIC",3023,null,"CREEKSIDE K - 9 COLLEGE SCHOOL COUNCIL","CAROLINE SPRINGS","Creekside Kindergarten",1739,144.74,-37.745
